"功能分類","資料表","資料表名稱","欄位","欄位名稱"
"住宿訂房","tbl_rooms","房型","hotel_id","旅宿 ID"
"住宿訂房","tbl_rooms","房型","id","資料 ID"
"住宿訂房","tbl_rooms","房型","image_url","圖片網址"
"住宿訂房","tbl_rooms","房型","images","圖片列表"
"住宿訂房","tbl_rooms","房型","is_available","是否可預訂"
"住宿訂房","tbl_rooms","房型","location","地點"
"住宿訂房","tbl_rooms","房型","min_capacity","最低入住人數"
"住宿訂房","tbl_rooms","房型","name","名稱"
"住宿訂房","tbl_rooms","房型","price_per_night","每晚價格"
"住宿訂房","tbl_rooms","房型","room_type","房型類型"
"住宿訂房","tbl_rooms","房型","updated_at","更新時間"
"住宿訂房","tbl_rooms","房型","vendor_id","廠商 ID"
"住宿訂房","tbl_rooms","房型","weekend_price","週末價格"
"管理員與權限","tbl_super_admin","超級管理員","granted_at","授權時間"
"管理員與權限","tbl_super_admin","超級管理員","granted_by","授權者"
"管理員與權限","tbl_super_admin","超級管理員","id","資料 ID"
"管理員與權限","tbl_super_admin","超級管理員","user_id","會員 ID"
"會員","tbl_user_auth","使用者角色權限","created_at","建立時間"
"會員","tbl_user_auth","使用者角色權限","id","資料 ID"
"會員","tbl_user_auth","使用者角色權限","is_active","是否啟用"
"會員","tbl_user_auth","使用者角色權限","role","角色"
"會員","tbl_user_auth","使用者角色權限","updated_at","更新時間"
"會員","tbl_user_auth","使用者角色權限","user_id","會員 ID"
"內容網站設定","theme_banners","主題橫幅","created_at","建立時間"
"內容網站設定","theme_banners","主題橫幅","display_order","顯示排序"
"內容網站設定","theme_banners","主題橫幅","ends_at","結束顯示時間"
"內容網站設定","theme_banners","主題橫幅","id","資料 ID"
"內容網站設定","theme_banners","主題橫幅","image_url","圖片網址"
"內容網站設定","theme_banners","主題橫幅","is_active","是否啟用"
"內容網站設定","theme_banners","主題橫幅","link_label_en","英文連結文字"
"內容網站設定","theme_banners","主題橫幅","link_label_ja","日文連結文字"
"內容網站設定","theme_banners","主題橫幅","link_label_ko","韓文連結文字"
"內容網站設定","theme_banners","主題橫幅","link_label_zh","中文連結文字"
"內容網站設定","theme_banners","主題橫幅","link_url","連結網址"
"內容網站設定","theme_banners","主題橫幅","starts_at","開始顯示時間"
"內容網站設定","theme_banners","主題橫幅","subtitle_en","英文副標題"
"內容網站設定","theme_banners","主題橫幅","subtitle_ja","日文副標題"
"內容網站設定","theme_banners","主題橫幅","subtitle_ko","韓文副標題"
"內容網站設定","theme_banners","主題橫幅","subtitle_zh","中文副標題"
"內容網站設定","theme_banners","主題橫幅","theme_key","主題鍵"
"內容網站設定","theme_banners","主題橫幅","title_en","英文標題"
"內容網站設定","theme_banners","主題橫幅","title_ja","日文標題"
"內容網站設定","theme_banners","主題橫幅","title_ko","韓文標題"
"內容網站設定","theme_banners","主題橫幅","title_zh","中文標題"
"內容網站設定","theme_banners","主題橫幅","updated_at","更新時間"
"多語翻譯","translation_cache","翻譯快取","created_at","建立時間"
"多語翻譯","translation_cache","翻譯快取","id","資料 ID"
"多語翻譯","translation_cache","翻譯快取","provider","服務提供者"
"多語翻譯","translation_cache","翻譯快取","source_hash","來源雜湊"
"多語翻譯","translation_cache","翻譯快取","source_lang","來源語言"
"多語翻譯","translation_cache","翻譯快取","source_text","來源文字"
"多語翻譯","translation_cache","翻譯快取","target_lang","目標語言"
"多語翻譯","translation_cache","翻譯快取","translated_text","翻譯文字"
"多語翻譯","translation_glossary_terms","翻譯詞彙表","created_at","建立時間"
"多語翻譯","translation_glossary_terms","翻譯詞彙表","id","資料 ID"
"多語翻譯","translation_glossary_terms","翻譯詞彙表","is_active","是否啟用"
"多語翻譯","translation_glossary_terms","翻譯詞彙表","source_lang","來源語言"
"多語翻譯","translation_glossary_terms","翻譯詞彙表","source_text","來源文字"
"多語翻譯","translation_glossary_terms","翻譯詞彙表","target_lang","目標語言"
"多語翻譯","translation_glossary_terms","翻譯詞彙表","target_text","目標文字"
"多語翻譯","translation_glossary_terms","翻譯詞彙表","updated_at","更新時間"
"多語翻譯","translation_jobs","翻譯工作","attempt_count","嘗試次數"
"多語翻譯","translation_jobs","翻譯工作","created_at","建立時間"
"多語翻譯","translation_jobs","翻譯工作","entity_id","資料 ID"
"多語翻譯","translation_jobs","翻譯工作","entity_type","資料類型"
"多語翻譯","translation_jobs","翻譯工作","id","資料 ID"
"多語翻譯","translation_jobs","翻譯工作","last_error","最後錯誤"
"多語翻譯","translation_jobs","翻譯工作","source_hash","來源雜湊"
"多語翻譯","translation_jobs","翻譯工作","source_lang","來源語言"
"多語翻譯","translation_jobs","翻譯工作","source_payload","來源資料"
"多語翻譯","translation_jobs","翻譯工作","status","狀態"
"多語翻譯","translation_jobs","翻譯工作","target_langs","目標語言列表"
"多語翻譯","translation_jobs","翻譯工作","updated_at","更新時間"
"多語翻譯","translations","一般翻譯字串","created_at","建立時間"
"多語翻譯","translations","一般翻譯字串","error_message","錯誤訊息"
"多語翻譯","translations","一般翻譯字串","id","資料 ID"
"多語翻譯","translations","一般翻譯字串","key","鍵值"
"多語翻譯","translations","一般翻譯字串","language_code","語言代碼"
"多語翻譯","translations","一般翻譯字串","source_lang","來源語言"
"多語翻譯","translations","一般翻譯字串","source_text","來源文字"
"多語翻譯","translations","一般翻譯字串","status","狀態"
"多語翻譯","translations","一般翻譯字串","target_lang","目標語言"
"多語翻譯","translations","一般翻譯字串","translated_text","翻譯文字"
"多語翻譯","translations","一般翻譯字串","updated_at","更新時間"
"多語翻譯","translations","一般翻譯字串","user_id","會員 ID"
"多語翻譯","translations","一般翻譯字串","value","值"
"旅遊其他","travel_passport","旅遊護照","category","分類"
"旅遊其他","travel_passport","旅遊護照","created_at","建立時間"
"旅遊其他","travel_passport","旅遊護照","destination","目的地"
"旅遊其他","travel_passport","旅遊護照","id","資料 ID"
"旅遊其他","travel_passport","旅遊護照","itinerary_plan_id","行程規劃 ID"
"旅遊其他","travel_passport","旅遊護照","notes","備註"
"旅遊其他","travel_passport","旅遊護照","place_name","地點名稱"
"旅遊其他","travel_passport","旅遊護照","source","來源"
"旅遊其他","travel_passport","旅遊護照","user_id","會員 ID"
"旅遊其他","travel_passport","旅遊護照","visited_date","造訪日期"
"管理員與權限","user_permissions","使用者權限","created_at","建立時間"
"管理員與權限","user_permissions","使用者權限","granted","是否授權"
"管理員與權限","user_permissions","使用者權限","granted_by","授權者"
"管理員與權限","user_permissions","使用者權限","id","資料 ID"
"管理員與權限","user_permissions","使用者權限","permission","權限"
"管理員與權限","user_permissions","使用者權限","updated_at","更新時間"
"管理員與權限","user_permissions","使用者權限","user_id","會員 ID"
"會員","user_preferences","會員偏好設定","currency","幣別"
"會員","user_preferences","會員偏好設定","id","資料 ID"
"會員","user_preferences","會員偏好設定","language","語言"
"會員","user_preferences","會員偏好設定","notifications_email","Email 通知"
"會員","user_preferences","會員偏好設定","notifications_sms","簡訊通知"
"會員","user_preferences","會員偏好設定","theme","主題"
"會員","user_preferences","會員偏好設定","updated_at","更新時間"
"會員","user_preferences","會員偏好設定","user_id","會員 ID"
"會員","user_usage","使用者功能使用量","feature_type","功能類型"
"會員","user_usage","使用者功能使用量","id","資料 ID"
"會員","user_usage","使用者功能使用量","last_used_at","最後使用時間"
"會員","user_usage","使用者功能使用量","usage_count","使用次數"
"會員","user_usage","使用者功能使用量","user_id","會員 ID"
"廠商與門市","vendor_staff","廠商員工","created_at","建立時間"
"廠商與門市","vendor_staff","廠商員工","email","電子郵件"
"廠商與門市","vendor_staff","廠商員工","id","資料 ID"
"廠商與門市","vendor_staff","廠商員工","is_active","是否啟用"
"廠商與門市","vendor_staff","廠商員工","name","名稱"
"廠商與門市","vendor_staff","廠商員工","notes","備註"
"廠商與門市","vendor_staff","廠商員工","phone","電話"
"廠商與門市","vendor_staff","廠商員工","role","角色"
"廠商與門市","vendor_staff","廠商員工","updated_at","更新時間"
"廠商與門市","vendor_staff","廠商員工","vendor_id","廠商 ID"
"廠商與門市","vendors","廠商","address","地址"
"廠商與門市","vendors","廠商","contact_email","聯絡 Email"
"廠商與門市","vendors","廠商","contact_phone","聯絡電話"
"廠商與門市","vendors","廠商","created_at","建立時間"
"廠商與門市","vendors","廠商","description","描述"
"廠商與門市","vendors","廠商","id","資料 ID"
"廠商與門市","vendors","廠商","is_active","是否啟用"
"廠商與門市","vendors","廠商","logo_url","Logo 網址"
"廠商與門市","vendors","廠商","name","名稱"
"廠商與門市","vendors","廠商","note","備註"
"廠商與門市","vendors","廠商","updated_at","更新時間"
"廠商與門市","vendors","廠商","user_id","會員 ID"
"廠商與門市","vendors","廠商","website","網站"
"會員","verification_codes","驗證碼","attempts","嘗試次數"
"會員","verification_codes","驗證碼","code","代碼"
"會員","verification_codes","驗證碼","created_at","建立時間"
"會員","verification_codes","驗證碼","email","電子郵件"
"會員","verification_codes","驗證碼","expires_at","到期時間"
"會員","verification_codes","驗證碼","id","資料 ID"
"會員","verification_codes","驗證碼","used","是否已使用"
